Station Name,Address,empty_slots,free_bikes,latitude,longitude,timestamp,Unique ID
00194 - LOMBEZ - HIPPODROME,138 AV DE LOMBEZ,13,7,43.5942067652692,1.41065111417402,2022-12-05T00:29:57.151000Z,194
00098 - PONT DES DEMOISELLES,80 ALL DES DEMOISELLES,6,16,43.587677990128874,1.459836309553229,2022-12-05T00:29:57.152000Z,98
00263 - LYCEE POLYVALENT,87 AV JEAN BAYLET / ANGLE CHEMIN CEPIERES SUR PARKING LYCEE POLYVALENT,16,2,43.58444,1.39867,2022-12-05T00:29:57.152000Z,263
00016 - STRASBOURG - BAYARD,32 BD DE STRASBOURG,19,1,43.6079376302758,1.44661077054709,2022-12-05T00:29:57.153000Z,16
00169 - ROUTE D'ALBI - JAFFARY,65 RTE D'ALBI,2,15,43.6312467293126,1.46224809751689,2022-12-05T00:29:57.154000Z,169
00039 - PLACE DAMLOUP,9 PL DE DAMLOUP,3,16,43.60583232118379,1.452939708828422,2022-12-05T00:29:57.154000Z,39
00201 - POTEZ -SAINT-EXUPERY,256 AV ANTOINE DE ST EXUPERY,11,7,43.5796553266431,1.48049587613679,2022-12-05T00:29:57.155000Z,201
00198 - LAFILAIRE - DELTOUR,FACE 25 CHEMIN LAFILAIRE,19,1,43.59622771557735,1.473457600659471,2022-12-05T00:29:57.155000Z,198
00101 - CAPT PORT SAINT-SAUVEUR,5 PORT SAINT-SAUVEUR / ESPLANADE DE LA CAPITAINERIE,11,9,43.5942648504409,1.45632183659129,2022-12-05T00:29:57.156000Z,101
00159 - U.R.S.S DEVIC,96 AV JULES JULIEN,18,1,43.5785038852904,1.450284083376377,2022-12-05T00:29:57.158000Z,159
00072 - FITTE - CUGNAUX,23 ALL CHARLES DE FITTE,1,19,43.5950494917563,1.43268830787729,2022-12-05T00:29:57.159000Z,72
00146 - SANG DE SERP - DAGNAUX,57 CHEMIN DU SANG DE SERP,10,10,43.6154182104443,1.4284933309335,2022-12-05T00:29:57.159000Z,146
00261 - VAN DYCK - LAUNAGUET,DEVANT 6 RUE VAN DICK / FACE RUE RAPHAEL,15,3,43.64066,1.4401,2022-12-05T00:29:57.160000Z,261
00080 - FITTE - VARSI,89B ALLEE CHARLES DE FITTE,6,17,43.5997038676742,1.42927516850992,2022-12-05T00:29:57.162000Z,80
00057 - MERLY - ARCOLE,15 RUE MERLY,10,5,43.6104884274257,1.4431072280246,2022-12-05T00:29:57.162000Z,57
00269 - PLACE SAUVEGRAIN,PL JACQUES SAUVEGRAIN / ANGLE AV DE LARDENNES,3,15,43.58996,1.37764,2022-12-05T00:29:57.163000Z,269
00285 - METRO BALMA GRAMONT,METRO GRAMONT / ANGLE RUE SAINT JEAN,6,12,43.629004,1.482704,2022-12-05T00:29:57.163000Z,285
00058 - CONCORDE - ARCOLE,4 RUE DE LA CONCORDE,1,24,43.6106186453129,1.44363712569745,2022-12-05T00:29:57.164000Z,58
00272 - ANDRE VASSEUR,BD ATLANTA / FACE 31 RUE ANDRE VASSEUR,8,9,43.63539,1.47297,2022-12-05T00:29:57.165000Z,272
00095 - THEATRE GARONNE,4 AV DU CHÂTEAU D'EAU,2,20,43.6025281055038,1.42522275295333,2022-12-05T00:29:57.165000Z,95
